,number,fitness (opposite of the  mean episode reward),params_batch_size,params_buffer_size,params_ent_coef,params_gamma,params_log_std_init,params_lr,params_net_arch,params_target_entropy,params_tau,params_train_freq,system_attrs__number,state
296,296,33.6943435668945,512,10000,auto,0.9999,-2.59163631615464,0.005291779110976,medium,-3.42630262316285,0.02,32,296,PRUNED
90,90,34.9058837890625,64,1000000,0.1,0.9999,-3.33613474514187,0.001602691372456,big,,0.005,32,90,COMPLETE
281,281,36.0072479248047,512,10000,auto,0.9999,-2.15545456095967,0.00316797440643,medium,-2.26301702576246,0.02,32,281,PRUNED
422,422,36.8802680969238,512,10000,0.0001,0.9999,-2.63728423032991,0.001533935327966,medium,,0.02,256,422,PRUNED
91,91,40.3223648071289,64,1000000,0.1,0.9999,-3.29764132547661,0.001670201201767,big,,0.005,32,91,COMPLETE
166,166,42.5808792114258,64,1000000,0.1,0.9999,-2.37083593763119,0.004120792751197,small,,0.005,256,166,PRUNED
310,310,45.4470252990723,512,10000,0.1,0.9999,-2.04661758223808,0.002544750760048,medium,,0.005,32,310,PRUNED
462,462,58.350341796875,32,10000,0.1,0.9999,-1.83225693084984,0.001250258660757,medium,,0.02,64,462,PRUNED
356,356,60.8201217651367,512,10000,0.1,0.9999,-2.4787934522975,0.001135767012238,medium,,0.02,16,356,PRUNED
223,223,66.3613433837891,512,10000,0.1,0.9999,-2.47904594435954,0.00057328648454,medium,,0.01,32,223,PRUNED
491,491,71.6303253173828,32,10000,0.1,0.9999,-1.75870378671483,0.001810590143113,medium,,0.02,64,491,PRUNED
445,445,72.1626510620117,32,10000,0.1,0.9999,-2.2139169586718,0.000841345207506,medium,,0.02,32,445,PRUNED
244,244,81.4542236328125,512,10000,0.1,0.9999,-2.25201545923342,0.000288221227606,medium,,0.02,32,244,PRUNED
114,114,85.5112228393555,64,1000000,auto,0.9999,-3.47285600027268,0.00268484344724,big,-4.88395306010987,0.01,32,114,PRUNED
464,464,85.5394134521484,32,10000,0.1,0.9999,-2.12207713633078,0.001099348028707,medium,,0.02,64,464,PRUNED
269,269,92.7497100830078,512,10000,0.05,0.9999,-2.48806729289817,0.000762887219979,medium,,0.02,32,269,PRUNED
311,311,92.7610321044922,512,10000,0.1,0.9999,-2.28474010319136,0.002421713719161,medium,,0.005,32,311,PRUNED
3,3,92.8412475585938,128,100000,auto,0.9,-1.46006177240293,0.113189216704446,big,6.14387407085501,0.005,256,3,COMPLETE
15,15,92.8412475585938,256,10000,0.01,0.9,-0.578802233422969,0.019287192096591,medium,,0.02,32,15,COMPLETE
36,36,92.8412475585938,32,1000000,0.05,0.999,-3.77432063973242,0.007516718693593,big,,0.001,8,36,PRUNED
52,52,92.8412475585938,64,100000,0.1,0.9999,-3.2918146616364,0.011768911506379,small,,0.01,128,52,PRUNED
75,75,92.8412475585938,512,1000000,0.1,0.98,-3.92142248108092,0.000361556012282,big,,0.01,128,75,PRUNED
92,92,92.8412475585938,64,1000000,0.1,0.9999,-3.2638360925597,0.00152005768569,big,,0.005,32,92,COMPLETE
93,93,92.8412475585938,64,1000000,0.5,0.9999,-2.87999475099245,0.023458323004806,big,,0.005,32,93,PRUNED
94,94,92.8412475585938,64,1000000,0.5,0.9999,-2.83781366078808,0.038529735844007,big,,0.005,32,94,PRUNED
96,96,92.8412475585938,64,1000000,0.5,0.9999,-2.80672528515974,0.03179142874112,big,,0.005,32,96,PRUNED
98,98,92.8412475585938,64,1000000,0.1,0.9999,-2.83914264453931,0.039573097759445,big,,0.005,32,98,PRUNED
116,116,92.8412475585938,64,1000000,auto,0.9999,-3.49667794281356,0.000518364387636,big,-5.42404239337257,0.01,32,116,PRUNED
132,132,92.8412475585938,64,1000000,0.1,0.999,-3.65443938074811,0.000130720065186,big,,0.02,8,132,PRUNED
143,143,92.8412475585938,32,1000000,0.0001,0.9999,-3.96891148429199,0.001572913712974,big,,0.01,32,143,PRUNED
145,145,92.8412475585938,32,1000000,0.1,0.9999,-3.37474735450812,0.001722342399904,big,,0.01,32,145,PRUNED
158,158,92.8412475585938,16,1000000,0.1,0.9999,-3.75653447435511,0.000763823348188,small,,0.01,32,158,PRUNED
180,180,92.8412475585938,512,1000000,0.05,0.9999,-3.52057522975536,0.001397989098195,big,,0.01,32,180,PRUNED
188,188,92.8412475585938,64,1000000,0.1,0.9999,-3.68105444246113,0.001062164377,big,,0.005,32,188,PRUNED
189,189,92.8412475585938,64,1000000,0.1,0.9999,-2.77410895709845,0.000949175911487,big,,0.005,32,189,PRUNED
191,191,92.8412475585938,64,1000000,0.1,0.995,-3.4553451434257,0.001544139630346,big,,0.01,32,191,PRUNED
213,213,92.8412475585938,512,10000,0.1,0.9999,-3.59244876808549,0.000708020328281,medium,,0.01,32,213,PRUNED
247,247,92.8412475585938,512,10000,0.1,0.9999,-2.54472928316915,0.00029314550131,medium,,0.01,32,247,PRUNED
260,260,92.8412475585938,512,10000,0.1,0.9999,-2.80212194969769,0.000165258287137,medium,,0.02,32,260,PRUNED
271,271,92.8412475585938,512,10000,0.1,0.9999,-2.87761183723815,0.000718672485393,medium,,0.02,32,271,PRUNED
274,274,92.8412475585938,512,10000,0.01,0.9999,-2.52859049909497,0.000862260861713,medium,,0.02,32,274,PRUNED
276,276,92.8412475585938,512,10000,0.1,0.9999,-2.67791567621045,0.002252639846999,medium,,0.02,512,276,PRUNED
280,280,92.8412475585938,512,10000,auto,0.9999,-2.13984993925156,0.003154997595845,medium,-0.800997676734042,0.02,512,280,PRUNED
288,288,92.8412475585938,512,10000,auto,0.9999,-2.37088237407029,0.001528947826242,medium,-9.86005491646848,0.01,16,288,PRUNED
289,289,92.8412475585938,128,10000,0.1,0.9999,-2.40065320922048,0.000128953627974,medium,,0.01,32,289,PRUNED
316,316,92.8412475585938,512,10000,0.1,0.9999,-2.25028953032395,0.001131592204324,medium,,0.01,64,316,PRUNED
331,331,92.8412475585938,512,100000,0.1,0.9999,-2.68976599395885,0.001929564124291,medium,,0.02,32,331,PRUNED
338,338,92.8412475585938,512,10000,0.1,0.9999,-2.73333945528908,0.000877495060176,medium,,0.02,32,338,PRUNED
355,355,92.8412475585938,512,10000,0.1,0.995,-2.50121319684903,0.001086947931934,medium,,0.02,32,355,PRUNED
359,359,92.8412475585938,512,10000,0.1,0.9999,-2.34887332185135,0.000535411588317,medium,,0.02,32,359,PRUNED
391,391,92.8412475585938,512,10000,0.1,0.9999,-2.06016722735169,0.062188317385491,medium,,0.02,16,391,PRUNED
432,432,92.8412475585938,16,10000,0.1,0.9999,-2.7418114352138,0.000818227034724,medium,,0.02,32,432,PRUNED
439,439,92.8412475585938,512,10000,0.05,0.9999,-2.22429222134455,0.000451679778432,medium,,0.02,16,439,PRUNED
481,481,92.8412475585938,32,10000,0.1,0.9999,-2.57021637679601,0.001276469119717,medium,,0.02,64,481,PRUNED
498,498,92.8412475585938,32,10000,0.1,0.9999,-1.33045016325385,0.002011507632612,medium,,0.02,64,498,PRUNED
14,14,,32,100000,auto,0.95,-3.4388379744345,0.007409878106441,big,8.31546715878327,0.005,512,14,PRUNED
17,17,,32,10000,0.05,0.99,0.961530099960608,0.71595019635349,medium,,0.02,128,17,PRUNED
27,27,,16,10000,0.1,0.9999,-1.19607147804496,0.124372663979457,medium,,0.001,64,27,PRUNED
31,31,,16,1000000,0.05,0.99,-2.16496685958961,0.081499019136048,medium,,0.001,16,31,PRUNED
102,102,,512,1000000,0.1,0.9999,-3.06995446222432,0.009290884753547,big,,0.005,32,102,PRUNED
199,199,,64,1000000,0.1,0.9999,-2.88405464219834,0.388214711512269,small,,0.01,32,199,PRUNED
472,472,,32,10000,0.1,0.9999,-1.63619560546756,0.310808857822687,medium,,0.02,64,472,PRUNED
475,475,,32,10000,0.01,0.9,-1.94556840578345,0.25679524179079,medium,,0.02,64,475,PRUNED
